행정구역+A1:R29,2014년_1인세대,2015년_1인세대,2016년_1인세대,2017년_1인세대,2018년_1인세대,2019년_1인세대,2020년_1인세대,2021년_1인세대,2022년_1인세대,2023년_1인세대,2014년_전체세대,2015년_전체세대,2016년_전체세대,2017년_전체세대,2018년_전체세대,2019년_전체세대,2020년_전체세대,2021년_전체세대,2022년_전체세대,2023년_전체세대,행정구역1,행정구역코드,행정시,행정구,1인가구비율
경상북도 울진군 (4793000000),"10,713","11,207","11,603","11,720","11,937","12,232","12,699","12,914","13,088","13,218","24,590","24,926","25,186","25,148","25,137","25,244","25,562","25,535","25,462","25,527",경상북도 울진군 ,4793000000,경상북도,울진군 ,0.132
경상북도 울릉군 (4794000000),"2,904","2,871","2,937","3,077","3,192","3,178","3,169","3,161","3,386","3,510","5,364","5,319","5,323","5,435","5,490","5,426","5,312","5,258","5,479","5,605",경상북도 울릉군 ,4794000000,경상북도,울릉군 ,0.035
경상남도 창원시 (4812000000),"122,661","126,556","128,569","131,092","135,663","142,218","153,406","163,621","169,902","173,078","412,256","415,872","417,762","420,517","425,771","431,382","442,097","451,940","456,191","456,830",경상남도 창원시 ,4812000000,경상남도,창원시 ,1.727
경상남도 진주시 (4817000000),"42,872","45,339","47,013","48,895","51,098","54,327","58,997","62,119","64,485","66,318","134,500","138,231","140,748","142,865","145,153","149,078","154,197","157,292","158,827","159,833",경상남도 진주시 ,4817000000,경상남도,진주시 ,0.662
경상남도 통영시 (4822000000),"20,645","21,257","21,607","21,904","22,509","23,342","24,427","25,139","25,592","26,204","58,427","59,015","59,214","58,941","59,125","59,423","59,813","59,738","59,506","59,466",경상남도 통영시 ,4822000000,경상남도,통영시 ,0.261
경상남도 사천시 (4824000000),"18,890","19,574","20,204","20,673","21,643","22,534","23,602","24,210","24,725","25,625","50,072","50,520","51,012","51,348","52,184","52,503","53,509","53,944","54,395","55,125",경상남도 사천시 ,4824000000,경상남도,사천시 ,0.256
경상남도 김해시 (4825000000),"53,450","55,699","57,568","60,465","63,324","68,561","73,293","76,694","79,025","81,796","194,766","197,865","200,370","204,894","208,710","217,228","223,242","225,984","228,540","231,783",경상남도 김해시 ,4825000000,경상남도,김해시 ,0.816
경상남도 밀양시 (4827000000),"19,288","20,024","20,885","21,481","22,184","22,983","24,171","24,855","25,540","25,991","48,321","49,197","50,158","50,597","51,044","51,541","52,673","53,120","53,674","53,906",경상남도 밀양시 ,4827000000,경상남도,밀양시 ,0.259
경상남도 거제시 (4831000000),"32,881","34,880","34,904","33,851","33,677","35,089","37,168","37,712","38,205","39,812","97,392","101,534","102,413","101,279","100,775","101,969","103,779","103,674","103,495","104,565",경상남도 거제시 ,4831000000,경상남도,거제시 ,0.397
경상남도 양산시 (4833000000),"33,666","35,455","38,576","42,365","45,381","47,929","51,303","54,170","56,420","58,402","113,213","117,649","125,453","135,821","141,871","145,297","149,595","153,732","155,897","158,640",경상남도 양산시 ,4833000000,경상남도,양산시 ,0.583
경상남도 의령군 (4872000000),"7,029","7,043","7,162","7,186","7,400","7,505","7,987","8,248","8,458","8,429","14,538","14,427","14,419","14,436","14,587","14,577","14,917","15,010","15,098","14,923",경상남도 의령군 ,4872000000,경상남도,의령군 ,0.084
경상남도 함안군 (4873000000),"12,106","12,572","12,817","12,871","13,014","13,232","13,709","14,009","14,058","14,063","30,289","30,882","31,106","31,076","30,989","30,910","31,056","30,978","30,808","30,566",경상남도 함안군 ,4873000000,경상남도,함안군 ,0.14
경상남도 창녕군 (4874000000),"12,825","13,066","13,424","13,832","14,203","14,474","15,544","16,228","16,455","16,720","29,944","30,378","30,810","31,256","31,429","31,504","32,203","32,469","32,198","32,027",경상남도 창녕군 ,4874000000,경상남도,창녕군 ,0.167
경상남도 고성군 (4882000000),"11,144","11,354","11,406","11,500","11,674","11,961","12,523","12,832","13,093","13,324","25,844","25,883","25,853","25,827","25,842","25,882","26,222","26,318","26,564","26,546",경상남도 고성군 ,4882000000,경상남도,고성군 ,0.133
경상남도 남해군 (4884000000),"9,453","9,577","9,654","9,706","10,051","10,631","10,979","11,164","11,359","11,244","22,265","22,236","22,155","22,135","22,255","22,612","22,780","22,786","22,774","22,534",경상남도 남해군 ,4884000000,경상남도,남해군 ,0.112
경상남도 하동군 (4885000000),"9,897","10,422","10,720","10,935","11,052","11,400","11,879","12,193","12,348","12,495","22,910","23,603","23,704","23,805","23,631","23,738","23,796","23,769","23,675","23,567",경상남도 하동군 ,4885000000,경상남도,하동군 ,0.125
경상남도 산청군 (4886000000),"8,455","8,624","8,920","9,245","9,455","9,762","10,362","10,610","10,640","10,795","17,793","18,083","18,404","18,740","18,856","19,040","19,454","19,600","19,576","19,639",경상남도 산청군 ,4886000000,경상남도,산청군 ,0.108
경상남도 함양군 (4887000000),"8,512","8,702","8,958","9,321","9,628","10,002","10,500","10,797","10,959","10,921","19,222","19,363","19,598","19,915","20,159","20,427","20,754","20,840","20,868","20,679",경상남도 함양군 ,4887000000,경상남도,함양군 ,0.109
경상남도 거창군 (4888000000),"10,639","10,784","10,981","11,221","11,772","12,682","13,633","14,042","14,267","14,715","27,681","27,895","28,203","28,353","28,814","29,538","30,253","30,564","30,659","30,934",경상남도 거창군 ,4888000000,경상남도,거창군 ,0.147
경상남도 합천군 (4889000000),"11,385","11,563","11,600","11,681","11,859","12,213","12,614","12,898","13,148","13,084","24,551","24,509","24,302","24,206","24,076","24,173","24,261","24,213","24,185","23,939",경상남도 합천군 ,4889000000,경상남도,합천군 ,0.131
제주특별자치도 제주시 (5011000000),"64,590","68,382","71,592","75,264","79,067","82,465","87,569","90,714","92,527","94,208","179,090","185,874","192,353","198,454","204,621","209,439","216,202","219,978","222,599","224,433",제주특별자치도 제주시 ,5011000000,제주특별자치도,제주시 ,0.94
제주특별자치도 서귀포시 (5013000000),"27,150","28,998","30,741","34,000","35,865","36,684","38,289","39,178","39,892","39,809","67,426","71,054","74,619","79,749","82,483","83,716","85,831","87,551","88,756","88,722",제주특별자치도 서귀포시 ,5013000000,제주특별자치도,서귀포시 ,0.397
